Date,Traffic source,Views
2023-07-09,Suggested videos,0
2023-07-10,Suggested videos,0
2023-07-11,Suggested videos,0
2023-07-12,Suggested videos,0
2023-07-13,Suggested videos,0
2023-07-14,Suggested videos,0
2023-07-15,Suggested videos,0
2023-07-16,Suggested videos,0
2023-07-17,Suggested videos,0
2023-07-18,Suggested videos,1
2023-07-19,Suggested videos,0
2023-07-20,Suggested videos,0
2023-07-21,Suggested videos,1
2023-07-22,Suggested videos,2
2023-07-23,Suggested videos,0
2023-07-24,Suggested videos,0
2023-07-25,Suggested videos,1
2023-07-26,Suggested videos,0
2023-07-27,Suggested videos,0
2023-07-28,Suggested videos,0
2023-07-29,Suggested videos,0
2023-07-30,Suggested videos,0
2023-07-31,Suggested videos,0
2023-08-01,Suggested videos,0
2023-08-02,Suggested videos,0
2023-08-03,Suggested videos,0
2023-08-04,Suggested videos,0
2023-08-05,Suggested videos,0
2023-08-06,Suggested videos,0
2023-08-07,Suggested videos,0
2023-08-08,Suggested videos,0
2023-08-09,Suggested videos,0
2023-08-10,Suggested videos,0
2023-08-11,Suggested videos,0
2023-08-12,Suggested videos,0
2023-08-13,Suggested videos,0
2023-08-14,Suggested videos,0
2023-08-15,Suggested videos,1
2023-08-16,Suggested videos,0
2023-08-17,Suggested videos,0
2023-08-18,Suggested videos,0
2023-08-19,Suggested videos,0
2023-08-20,Suggested videos,0
2023-08-21,Suggested videos,0
2023-08-22,Suggested videos,0
2023-08-23,Suggested videos,3
2023-08-24,Suggested videos,0
2023-08-25,Suggested videos,0
2023-08-26,Suggested videos,0
2023-08-27,Suggested videos,0
2023-08-28,Suggested videos,0
2023-08-29,Suggested videos,0
2023-08-30,Suggested videos,0
2023-08-31,Suggested videos,0
2023-09-01,Suggested videos,1
2023-09-02,Suggested videos,0
2023-09-03,Suggested videos,0
2023-09-04,Suggested videos,0
2023-09-05,Suggested videos,1
2023-09-06,Suggested videos,0
2023-09-07,Suggested videos,0
2023-09-08,Suggested videos,0
2023-09-09,Suggested videos,1
2023-09-10,Suggested videos,0
2023-09-11,Suggested videos,0
2023-09-12,Suggested videos,0
2023-09-13,Suggested videos,0
2023-09-14,Suggested videos,0
2023-09-15,Suggested videos,0
2023-09-16,Suggested videos,0
2023-09-17,Suggested videos,0
2023-09-18,Suggested videos,0
2023-09-19,Suggested videos,0
2023-09-20,Suggested videos,0
2023-09-21,Suggested videos,0
2023-09-22,Suggested videos,0
2023-09-23,Suggested videos,0
2023-09-24,Suggested videos,0
2023-09-25,Suggested videos,0
2023-09-26,Suggested videos,0
2023-09-27,Suggested videos,0
2023-09-28,Suggested videos,0
2023-09-29,Suggested videos,2
2023-09-30,Suggested videos,0
2023-10-01,Suggested videos,0
2023-10-02,Suggested videos,0
2023-10-03,Suggested videos,0
2023-10-04,Suggested videos,0
2023-10-05,Suggested videos,0
2023-10-06,Suggested videos,2
2023-10-07,Suggested videos,4
2023-10-08,Suggested videos,0
2023-10-09,Suggested videos,0
2023-10-10,Suggested videos,0
2023-10-11,Suggested videos,0
2023-10-12,Suggested videos,0
2023-10-13,Suggested videos,0
2023-10-14,Suggested videos,0
2023-10-15,Suggested videos,0
2023-10-16,Suggested videos,0
2023-10-17,Suggested videos,1
2023-10-18,Suggested videos,0
2023-10-19,Suggested videos,0
2023-10-20,Suggested videos,0
2023-10-21,Suggested videos,0
2023-10-22,Suggested videos,0
2023-10-23,Suggested videos,0
2023-10-24,Suggested videos,0
2023-10-25,Suggested videos,0
2023-10-26,Suggested videos,0
2023-10-27,Suggested videos,0
2023-10-28,Suggested videos,0
2023-10-29,Suggested videos,0
2023-10-30,Suggested videos,0
2023-10-31,Suggested videos,0
2023-11-01,Suggested videos,0
2023-11-02,Suggested videos,0
2023-11-03,Suggested videos,0
2023-11-04,Suggested videos,0
2023-11-05,Suggested videos,0
2023-11-06,Suggested videos,0
2023-11-07,Suggested videos,0
2023-11-08,Suggested videos,0
2023-11-09,Suggested videos,0
2023-11-10,Suggested videos,0
2023-11-11,Suggested videos,5
2023-11-12,Suggested videos,0
2023-11-13,Suggested videos,2
2023-11-14,Suggested videos,0
2023-11-15,Suggested videos,0
2023-11-16,Suggested videos,2
2023-11-17,Suggested videos,0
2023-11-18,Suggested videos,0
2023-11-19,Suggested videos,1
2023-11-20,Suggested videos,4
2023-11-21,Suggested videos,4
2023-11-22,Suggested videos,0
2023-11-23,Suggested videos,0
2023-11-24,Suggested videos,1
2023-11-25,Suggested videos,4
2023-11-26,Suggested videos,0
2023-11-27,Suggested videos,32
2023-11-28,Suggested videos,31
2023-11-29,Suggested videos,59
2023-11-30,Suggested videos,32
2023-12-01,Suggested videos,31
2023-12-02,Suggested videos,9
2023-12-03,Suggested videos,3
2023-12-04,Suggested videos,4
2023-12-05,Suggested videos,4
2023-12-06,Suggested videos,3
2023-12-07,Suggested videos,2
2023-12-08,Suggested videos,4
2023-12-09,Suggested videos,1
2023-12-10,Suggested videos,5
2023-12-11,Suggested videos,28
2023-12-12,Suggested videos,16
2023-12-13,Suggested videos,12
2023-12-14,Suggested videos,18
2023-12-15,Suggested videos,5
2023-12-16,Suggested videos,6
2023-12-17,Suggested videos,2
2023-12-18,Suggested videos,7
2023-12-19,Suggested videos,10
2023-12-20,Suggested videos,9
2023-12-21,Suggested videos,18
2023-12-22,Suggested videos,3
2023-12-23,Suggested videos,1
2023-12-24,Suggested videos,6
2023-12-25,Suggested videos,9
2023-12-26,Suggested videos,17
2023-12-27,Suggested videos,0
2023-12-28,Suggested videos,13
2020-06-28,Other YouTube features,0
2020-06-29,Other YouTube features,1
2020-06-30,Other YouTube features,2
2020-07-01,Other YouTube features,7
2020-07-02,Other YouTube features,13
2020-07-03,Other YouTube features,4
2020-07-04,Other YouTube features,5
2020-07-05,Other YouTube features,3
2020-07-06,Other YouTube features,1
2020-07-07,Other YouTube features,0
2020-07-08,Other YouTube features,0
2020-07-09,Other YouTube features,0
2020-07-10,Other YouTube features,0
2020-07-11,Other YouTube features,0
2020-07-12,Other YouTube features,0
2020-07-13,Other YouTube features,1
2020-07-14,Other YouTube features,1
2020-07-15,Other YouTube features,1
2020-07-16,Other YouTube features,3
2020-07-17,Other YouTube features,0
2020-07-18,Other YouTube features,0
2020-07-19,Other YouTube features,0
2020-07-20,Other YouTube features,0
2020-07-21,Other YouTube features,0
2020-07-22,Other YouTube features,0
2020-07-23,Other YouTube features,0
2020-07-24,Other YouTube features,1
2020-07-25,Other YouTube features,0
2020-07-26,Other YouTube features,0
2020-07-27,Other YouTube features,0
2020-07-28,Other YouTube features,1
2020-07-29,Other YouTube features,0
2020-07-30,Other YouTube features,1
2020-07-31,Other YouTube features,0
2020-08-01,Other YouTube features,0
2020-08-02,Other YouTube features,0
2020-08-03,Other YouTube features,1
2020-08-04,Other YouTube features,0
2020-08-05,Other YouTube features,0
2020-08-06,Other YouTube features,0
2020-08-07,Other YouTube features,4
2020-08-08,Other YouTube features,0
2020-08-09,Other YouTube features,0
2020-08-10,Other YouTube features,0
2020-08-11,Other YouTube features,1
2020-08-12,Other YouTube features,2
2020-08-13,Other YouTube features,0
2020-08-14,Other YouTube features,2
2020-08-15,Other YouTube features,2
2020-08-16,Other YouTube features,1
2020-08-17,Other YouTube features,1
2020-08-18,Other YouTube features,0
2020-08-19,Other YouTube features,0
2020-08-20,Other YouTube features,1
2020-08-21,Other YouTube features,0
2020-08-22,Other YouTube features,0
2020-08-23,Other YouTube features,0
2020-08-24,Other YouTube features,0
2020-08-25,Other YouTube features,0
2020-08-26,Other YouTube features,0
2020-08-27,Other YouTube features,0
2020-08-28,Other YouTube features,2
2020-08-29,Other YouTube features,0
2020-08-30,Other YouTube features,0
2020-08-31,Other YouTube features,0
2020-09-01,Other YouTube features,0
2020-09-02,Other YouTube features,0
2020-09-03,Other YouTube features,0
2020-09-04,Other YouTube features,1
2020-09-05,Other YouTube features,3
2020-09-06,Other YouTube features,25
2020-09-07,Other YouTube features,3
2020-09-08,Other YouTube features,12
2020-09-09,Other YouTube features,10
2020-09-10,Other YouTube features,0
2020-09-11,Other YouTube features,0
2020-09-12,Other YouTube features,0
2020-09-13,Other YouTube features,0
2020-09-14,Other YouTube features,0
2020-09-15,Other YouTube features,0
2020-09-16,Other YouTube features,0
2020-09-17,Other YouTube features,0
2020-09-18,Other YouTube features,1
2020-09-19,Other YouTube features,7
2020-09-20,Other YouTube features,1
2020-09-21,Other YouTube features,2
2020-09-22,Other YouTube features,1
2020-09-23,Other YouTube features,4
2020-09-24,Other YouTube features,0
2020-09-25,Other YouTube features,0
2020-09-26,Other YouTube features,1
2020-09-27,Other YouTube features,9
2020-09-28,Other YouTube features,0
2020-09-29,Other YouTube features,0
2020-09-30,Other YouTube features,1
2020-10-01,Other YouTube features,0
2020-10-02,Other YouTube features,0
2020-10-03,Other YouTube features,0
2020-10-04,Other YouTube features,0
2020-10-05,Other YouTube features,0
2020-10-06,Other YouTube features,0
2020-10-07,Other YouTube features,0
2020-10-08,Other YouTube features,0
2020-10-09,Other YouTube features,0
2020-10-10,Other YouTube features,0
2020-10-11,Other YouTube features,0
2020-10-12,Other YouTube features,0
2020-10-13,Other YouTube features,1
2020-10-14,Other YouTube features,0
2020-10-15,Other YouTube features,3
2020-10-16,Other YouTube features,6
2020-10-17,Other YouTube features,0
2020-10-18,Other YouTube features,0
2020-10-19,Other YouTube features,0
2020-10-20,Other YouTube features,0
2020-10-21,Other YouTube features,0
2020-10-22,Other YouTube features,0
2020-10-23,Other YouTube features,0
2020-10-24,Other YouTube features,0
2020-10-25,Other YouTube features,0
2020-10-26,Other YouTube features,10
2020-10-27,Other YouTube features,6
2020-10-28,Other YouTube features,0
2020-10-29,Other YouTube features,0
2020-10-30,Other YouTube features,0
2020-10-31,Other YouTube features,0
2020-11-01,Other YouTube features,1
2020-11-02,Other YouTube features,0
2020-11-03,Other YouTube features,0
2020-11-04,Other YouTube features,0
2020-11-05,Other YouTube features,0
2020-11-06,Other YouTube features,0
2020-11-07,Other YouTube features,0
2020-11-08,Other YouTube features,0
2020-11-09,Other YouTube features,1
2020-11-10,Other YouTube features,0
2020-11-11,Other YouTube features,0
2020-11-12,Other YouTube features,0
2020-11-13,Other YouTube features,0
2020-11-14,Other YouTube features,0
2020-11-15,Other YouTube features,0
2020-11-16,Other YouTube features,0
2020-11-17,Other YouTube features,0
2020-11-18,Other YouTube features,0
2020-11-19,Other YouTube features,0
2020-11-20,Other YouTube features,0
2020-11-21,Other YouTube features,0
2020-11-22,Other YouTube features,0
2020-11-23,Other YouTube features,0
2020-11-24,Other YouTube features,0
2020-11-25,Other YouTube features,0
2020-11-26,Other YouTube features,0
2020-11-27,Other YouTube features,0
2020-11-28,Other YouTube features,0
2020-11-29,Other YouTube features,1
2020-11-30,Other YouTube features,0
2020-12-01,Other YouTube features,0
2020-12-02,Other YouTube features,0
2020-12-03,Other YouTube features,0
2020-12-04,Other YouTube features,0
2020-12-05,Other YouTube features,0
2020-12-06,Other YouTube features,0
2020-12-07,Other YouTube features,0
2020-12-08,Other YouTube features,0
2020-12-09,Other YouTube features,0
2020-12-10,Other YouTube features,0
2020-12-11,Other YouTube features,0
2020-12-12,Other YouTube features,0
2020-12-13,Other YouTube features,0
2020-12-14,Other YouTube features,0
2020-12-15,Other YouTube features,0
2020-12-16,Other YouTube features,0
2020-12-17,Other YouTube features,0
2020-12-18,Other YouTube features,0
2020-12-19,Other YouTube features,0
2020-12-20,Other YouTube features,0
2020-12-21,Other YouTube features,0
2020-12-22,Other YouTube features,0
2020-12-23,Other YouTube features,0
2020-12-24,Other YouTube features,0
2020-12-25,Other YouTube features,0
2020-12-26,Other YouTube features,0
2020-12-27,Other YouTube features,0
2020-12-28,Other YouTube features,0
2020-12-29,Other YouTube features,0
2020-12-30,Other YouTube features,0
2020-12-31,Other YouTube features,0
2021-01-01,Other YouTube features,0
2021-01-02,Other YouTube features,0
2021-01-03,Other YouTube features,0
2021-01-04,Other YouTube features,0
2021-01-05,Other YouTube features,0
2021-01-06,Other YouTube features,2
2021-01-07,Other YouTube features,0
2021-01-08,Other YouTube features,0
2021-01-09,Other YouTube features,0
2021-01-10,Other YouTube features,0
2021-01-11,Other YouTube features,0
2021-01-12,Other YouTube features,0
2021-01-13,Other YouTube features,0
2021-01-14,Other YouTube features,0
2021-01-15,Other YouTube features,0
2021-01-16,Other YouTube features,0
2021-01-17,Other YouTube features,0
2021-01-18,Other YouTube features,0
2021-01-19,Other YouTube features,0
2021-01-20,Other YouTube features,0
2021-01-21,Other YouTube features,0
2021-01-22,Other YouTube features,0
2021-01-23,Other YouTube features,0
2021-01-24,Other YouTube features,0
2021-01-25,Other YouTube features,0
2021-01-26,Other YouTube features,0
2021-01-27,Other YouTube features,0
2021-01-28,Other YouTube features,0
2021-01-29,Other YouTube features,0
2021-01-30,Other YouTube features,0
2021-01-31,Other YouTube features,0
2021-02-01,Other YouTube features,0
2021-02-02,Other YouTube features,0
2021-02-03,Other YouTube features,0
2021-02-04,Other YouTube features,0
2021-02-05,Other YouTube features,0
2021-02-06,Other YouTube features,0
2021-02-07,Other YouTube features,0
2021-02-08,Other YouTube features,0
2021-02-09,Other YouTube features,0
2021-02-10,Other YouTube features,0
2021-02-11,Other YouTube features,0
2021-02-12,Other YouTube features,0
2021-02-13,Other YouTube features,0
2021-02-14,Other YouTube features,0
2021-02-15,Other YouTube features,0
2021-02-16,Other YouTube features,0
2021-02-17,Other YouTube features,0
2021-02-18,Other YouTube features,0
2021-02-19,Other YouTube features,1
2021-02-20,Other YouTube features,0
2021-02-21,Other YouTube features,0
2021-02-22,Other YouTube features,0
2021-02-23,Other YouTube features,0
2021-02-24,Other YouTube features,0
2021-02-25,Other YouTube features,0
2021-02-26,Other YouTube features,0
2021-02-27,Other YouTube features,0
2021-02-28,Other YouTube features,1
2021-03-01,Other YouTube features,0
2021-03-02,Other YouTube features,0
2021-03-03,Other YouTube features,0
2021-03-04,Other YouTube features,0
2021-03-05,Other YouTube features,0
2021-03-06,Other YouTube features,0
2021-03-07,Other YouTube features,0
2021-03-08,Other YouTube features,0
2021-03-09,Other YouTube features,0
2021-03-10,Other YouTube features,0
2021-03-11,Other YouTube features,0
2021-03-12,Other YouTube features,0
2021-03-13,Other YouTube features,0
2021-03-14,Other YouTube features,0
2021-03-15,Other YouTube features,0
2021-03-16,Other YouTube features,0
2021-03-17,Other YouTube features,0
2021-03-18,Other YouTube features,0
2021-03-19,Other YouTube features,0
2021-03-20,Other YouTube features,0
2021-03-21,Other YouTube features,0
2021-03-22,Other YouTube features,0
2021-03-23,Other YouTube features,0
2021-03-24,Other YouTube features,0
2021-03-25,Other YouTube features,0
2021-03-26,Other YouTube features,0
2021-03-27,Other YouTube features,0
2021-03-28,Other YouTube features,0
2021-03-29,Other YouTube features,0
2021-03-30,Other YouTube features,0
2021-03-31,Other YouTube features,0
2021-04-01,Other YouTube features,0
2021-04-02,Other YouTube features,0
2021-04-03,Other YouTube features,0
2021-04-04,Other YouTube features,0
2021-04-05,Other YouTube features,0
2021-04-06,Other YouTube features,0
2021-04-07,Other YouTube features,0
2021-04-08,Other YouTube features,0
2021-04-09,Other YouTube features,0
2021-04-10,Other YouTube features,0
2021-04-11,Other YouTube features,0
2021-04-12,Other YouTube features,0
2021-04-13,Other YouTube features,0
2021-04-14,Other YouTube features,0
2021-04-15,Other YouTube features,0
2021-04-16,Other YouTube features,0
2021-04-17,Other YouTube features,0
2021-04-18,Other YouTube features,0
2021-04-19,Other YouTube features,0
2021-04-20,Other YouTube features,0
2021-04-21,Other YouTube features,0
2021-04-22,Other YouTube features,0
2021-04-23,Other YouTube features,0
2021-04-24,Other YouTube features,0
2021-04-25,Other YouTube features,0
2021-04-26,Other YouTube features,0
2021-04-27,Other YouTube features,0
2021-04-28,Other YouTube features,0
2021-04-29,Other YouTube features,0
2021-04-30,Other YouTube features,0
2021-05-01,Other YouTube features,0
2021-05-02,Other YouTube features,0
2021-05-03,Other YouTube features,0
2021-05-04,Other YouTube features,0
2021-05-05,Other YouTube features,0
2021-05-06,Other YouTube features,0
2021-05-07,Other YouTube features,0
2021-05-08,Other YouTube features,0
2021-05-09,Other YouTube features,0
2021-05-10,Other YouTube features,0
2021-05-11,Other YouTube features,0
2021-05-12,Other YouTube features,0
2021-05-13,Other YouTube features,0
2021-05-14,Other YouTube features,0
2021-05-15,Other YouTube features,0
2021-05-16,Other YouTube features,0
2021-05-17,Other YouTube features,0
2021-05-18,Other YouTube features,0
2021-05-19,Other YouTube features,0
2021-05-20,Other YouTube features,0
2021-05-21,Other YouTube features,0
2021-05-22,Other YouTube features,0
2021-05-23,Other YouTube features,0
2021-05-24,Other YouTube features,0
2021-05-25,Other YouTube features,0
2021-05-26,Other YouTube features,0
2021-05-27,Other YouTube features,0
2021-05-28,Other YouTube features,0
2021-05-29,Other YouTube features,0
2021-05-30,Other YouTube features,0
2021-05-31,Other YouTube features,0
2021-06-01,Other YouTube features,0
2021-06-02,Other YouTube features,0
2021-06-03,Other YouTube features,0
2021-06-04,Other YouTube features,0
2021-06-05,Other YouTube features,0
2021-06-06,Other YouTube features,0
2021-06-07,Other YouTube features,0
2021-06-08,Other YouTube features,0
2021-06-09,Other YouTube features,0
2021-06-10,Other YouTube features,0
2021-06-11,Other YouTube features,0
2021-06-12,Other YouTube features,0
2021-06-13,Other YouTube features,0
2021-06-14,Other YouTube features,0
2021-06-15,Other YouTube features,0
2021-06-16,Other YouTube features,0
2021-06-17,Other YouTube features,0
2021-06-18,Other YouTube features,0
2021-06-19,Other YouTube features,0
2021-06-20,Other YouTube features,0
2021-06-21,Other YouTube features,3
2021-06-22,Other YouTube features,2
2021-06-23,Other YouTube features,1
2021-06-24,Other YouTube features,4
2021-06-25,Other YouTube features,6
2021-06-26,Other YouTube features,5
2021-06-27,Other YouTube features,1
2021-06-28,Other YouTube features,4
2021-06-29,Other YouTube features,10
2021-06-30,Other YouTube features,4
2021-07-01,Other YouTube features,0
2021-07-02,Other YouTube features,0
2021-07-03,Other YouTube features,2
2021-07-04,Other YouTube features,0
2021-07-05,Other YouTube features,0
2021-07-06,Other YouTube features,0
2021-07-07,Other YouTube features,0
2021-07-08,Other YouTube features,1
2021-07-09,Other YouTube features,1
2021-07-10,Other YouTube features,3
2021-07-11,Other YouTube features,0
2021-07-12,Other YouTube features,1
2021-07-13,Other YouTube features,0
2021-07-14,Other YouTube features,0
2021-07-15,Other YouTube features,1
2021-07-16,Other YouTube features,0
2021-07-17,Other YouTube features,1
2021-07-18,Other YouTube features,0
2021-07-19,Other YouTube features,0
2021-07-20,Other YouTube features,4
2021-07-21,Other YouTube features,0
2021-07-22,Other YouTube features,0
2021-07-23,Other YouTube features,2
2021-07-24,Other YouTube features,1
2021-07-25,Other YouTube features,0
2021-07-26,Other YouTube features,0
2021-07-27,Other YouTube features,1
2021-07-28,Other YouTube features,0
2021-07-29,Other YouTube features,0
2021-07-30,Other YouTube features,1
2021-07-31,Other YouTube features,0
2021-08-01,Other YouTube features,1
2021-08-02,Other YouTube features,2
2021-08-03,Other YouTube features,2
2021-08-04,Other YouTube features,0
2021-08-05,Other YouTube features,0
2021-08-06,Other YouTube features,0
2021-08-07,Other YouTube features,0
2021-08-08,Other YouTube features,0
2021-08-09,Other YouTube features,1
2021-08-10,Other YouTube features,0
2021-08-11,Other YouTube features,0
2021-08-12,Other YouTube features,0
2021-08-13,Other YouTube features,0
2021-08-14,Other YouTube features,0
2021-08-15,Other YouTube features,0
2021-08-16,Other YouTube features,0
2021-08-17,Other YouTube features,1
2021-08-18,Other YouTube features,2
2021-08-19,Other YouTube features,4
2021-08-20,Other YouTube features,0
2021-08-21,Other YouTube features,0
2021-08-22,Other YouTube features,0
2021-08-23,Other YouTube features,0
2021-08-24,Other YouTube features,0
2021-08-25,Other YouTube features,0
2021-08-26,Other YouTube features,1
2021-08-27,Other YouTube features,0
2021-08-28,Other YouTube features,1
2021-08-29,Other YouTube features,1
2021-08-30,Other YouTube features,0
2021-08-31,Other YouTube features,1
2021-09-01,Other YouTube features,0
2021-09-02,Other YouTube features,0
2021-09-03,Other YouTube features,0
2021-09-04,Other YouTube features,0
2021-09-05,Other YouTube features,0
2021-09-06,Other YouTube features,0
2021-09-07,Other YouTube features,0
2021-09-08,Other YouTube features,0
2021-09-09,Other YouTube features,0
2021-09-10,Other YouTube features,2
2021-09-11,Other YouTube features,0
2021-09-12,Other YouTube features,0
2021-09-13,Other YouTube features,0
2021-09-14,Other YouTube features,1
2021-09-15,Other YouTube features,0
2021-09-16,Other YouTube features,0
2021-09-17,Other YouTube features,1
2021-09-18,Other YouTube features,1
2021-09-19,Other YouTube features,0
2021-09-20,Other YouTube features,0
2021-09-21,Other YouTube features,0
2021-09-22,Other YouTube features,0
2021-09-23,Other YouTube features,3
2021-09-24,Other YouTube features,0
2021-09-25,Other YouTube features,0
2021-09-26,Other YouTube features,0
2021-09-27,Other YouTube features,3
2021-09-28,Other YouTube features,0
2021-09-29,Other YouTube features,0
2021-09-30,Other YouTube features,0
2021-10-01,Other YouTube features,0
2021-10-02,Other YouTube features,0
2021-10-03,Other YouTube features,0
2021-10-04,Other YouTube features,0
2021-10-05,Other YouTube features,0
2021-10-06,Other YouTube features,0
2021-10-07,Other YouTube features,0
2021-10-08,Other YouTube features,0
2021-10-09,Other YouTube features,0
2021-10-10,Other YouTube features,0
2021-10-11,Other YouTube features,0
2021-10-12,Other YouTube features,1
2021-10-13,Other YouTube features,0
2021-10-14,Other YouTube features,0
2021-10-15,Other YouTube features,0
2021-10-16,Other YouTube features,0
2021-10-17,Other YouTube features,1
2021-10-18,Other YouTube features,0
2021-10-19,Other YouTube features,0
2021-10-20,Other YouTube features,0
2021-10-21,Other YouTube features,0
2021-10-22,Other YouTube features,0
2021-10-23,Other YouTube features,0
2021-10-24,Other YouTube features,0
2021-10-25,Other YouTube features,0
2021-10-26,Other YouTube features,0
2021-10-27,Other YouTube features,0
2021-10-28,Other YouTube features,0
2021-10-29,Other YouTube features,1
2021-10-30,Other YouTube features,0
2021-10-31,Other YouTube features,0
2021-11-01,Other YouTube features,0
2021-11-02,Other YouTube features,0
2021-11-03,Other YouTube features,0
2021-11-04,Other YouTube features,0
2021-11-05,Other YouTube features,0
2021-11-06,Other YouTube features,0
2021-11-07,Other YouTube features,0
2021-11-08,Other YouTube features,0
2021-11-09,Other YouTube features,0
2021-11-10,Other YouTube features,0
2021-11-11,Other YouTube features,0
2021-11-12,Other YouTube features,0
2021-11-13,Other YouTube features,0
2021-11-14,Other YouTube features,0
2021-11-15,Other YouTube features,0
2021-11-16,Other YouTube features,0
2021-11-17,Other YouTube features,0
2021-11-18,Other YouTube features,0
2021-11-19,Other YouTube features,0
2021-11-20,Other YouTube features,0
2021-11-21,Other YouTube features,0
2021-11-22,Other YouTube features,0
2021-11-23,Other YouTube features,0
2021-11-24,Other YouTube features,0
2021-11-25,Other YouTube features,0
2021-11-26,Other YouTube features,0
2021-11-27,Other YouTube features,0
2021-11-28,Other YouTube features,0
2021-11-29,Other YouTube features,0
2021-11-30,Other YouTube features,0
2021-12-01,Other YouTube features,0
2021-12-02,Other YouTube features,0
2021-12-03,Other YouTube features,0
2021-12-04,Other YouTube features,0
2021-12-05,Other YouTube features,0
2021-12-06,Other YouTube features,0
2021-12-07,Other YouTube features,0
2021-12-08,Other YouTube features,0
2021-12-09,Other YouTube features,0
2021-12-10,Other YouTube features,0
2021-12-11,Other YouTube features,0
2021-12-12,Other YouTube features,0
2021-12-13,Other YouTube features,0
2021-12-14,Other YouTube features,0
2021-12-15,Other YouTube features,0
2021-12-16,Other YouTube features,0
2021-12-17,Other YouTube features,0
2021-12-18,Other YouTube features,0
2021-12-19,Other YouTube features,0
2021-12-20,Other YouTube features,0
2021-12-21,Other YouTube features,0
2021-12-22,Other YouTube features,0
2021-12-23,Other YouTube features,0
2021-12-24,Other YouTube features,0
2021-12-25,Other YouTube features,0
2021-12-26,Other YouTube features,0
2021-12-27,Other YouTube features,0
2021-12-28,Other YouTube features,0
2021-12-29,Other YouTube features,0
2021-12-30,Other YouTube features,0
2021-12-31,Other YouTube features,0
2022-01-01,Other YouTube features,0
2022-01-02,Other YouTube features,0
2022-01-03,Other YouTube features,0
2022-01-04,Other YouTube features,0
2022-01-05,Other YouTube features,0
2022-01-06,Other YouTube features,0
2022-01-07,Other YouTube features,0
2022-01-08,Other YouTube features,0
2022-01-09,Other YouTube features,0
2022-01-10,Other YouTube features,0
2022-01-11,Other YouTube features,0
2022-01-12,Other YouTube features,0
2022-01-13,Other YouTube features,0
2022-01-14,Other YouTube features,0
2022-01-15,Other YouTube features,0
2022-01-16,Other YouTube features,0
2022-01-17,Other YouTube features,2
2022-01-18,Other YouTube features,0
2022-01-19,Other YouTube features,0
2022-01-20,Other YouTube features,0
2022-01-21,Other YouTube features,0
2022-01-22,Other YouTube features,0
2022-01-23,Other YouTube features,0
2022-01-24,Other YouTube features,0
2022-01-25,Other YouTube features,0
2022-01-26,Other YouTube features,0
2022-01-27,Other YouTube features,0
2022-01-28,Other YouTube features,0
2022-01-29,Other YouTube features,0
2022-01-30,Other YouTube features,0
2022-01-31,Other YouTube features,0
2022-02-01,Other YouTube features,0
2022-02-02,Other YouTube features,0
2022-02-03,Other YouTube features,0
2022-02-04,Other YouTube features,0
2022-02-05,Other YouTube features,0
2022-02-06,Other YouTube features,0
2022-02-07,Other YouTube features,0
2022-02-08,Other YouTube features,0
2022-02-09,Other YouTube features,0
2022-02-10,Other YouTube features,0
2022-02-11,Other YouTube features,0
2022-02-12,Other YouTube features,0
2022-02-13,Other YouTube features,0
2022-02-14,Other YouTube features,0
2022-02-15,Other YouTube features,0
2022-02-16,Other YouTube features,0
2022-02-17,Other YouTube features,0
2022-02-18,Other YouTube features,0
2022-02-19,Other YouTube features,0
2022-02-20,Other YouTube features,0
2022-02-21,Other YouTube features,0
2022-02-22,Other YouTube features,0
2022-02-23,Other YouTube features,0
2022-02-24,Other YouTube features,0
2022-02-25,Other YouTube features,0
2022-02-26,Other YouTube features,0
2022-02-27,Other YouTube features,0
2022-02-28,Other YouTube features,2
2022-03-01,Other YouTube features,0
2022-03-02,Other YouTube features,0
2022-03-03,Other YouTube features,0
2022-03-04,Other YouTube features,0
2022-03-05,Other YouTube features,0
2022-03-06,Other YouTube features,2
2022-03-07,Other YouTube features,2
2022-03-08,Other YouTube features,0
2022-03-09,Other YouTube features,1
2022-03-10,Other YouTube features,0
2022-03-11,Other YouTube features,0
2022-03-12,Other YouTube features,0
2022-03-13,Other YouTube features,0
2022-03-14,Other YouTube features,0
2022-03-15,Other YouTube features,4
2022-03-16,Other YouTube features,1
2022-03-17,Other YouTube features,0
2022-03-18,Other YouTube features,0
2022-03-19,Other YouTube features,0
2022-03-20,Other YouTube features,0
2022-03-21,Other YouTube features,0
2022-03-22,Other YouTube features,0
2022-03-23,Other YouTube features,1
2022-03-24,Other YouTube features,0
2022-03-25,Other YouTube features,0
2022-03-26,Other YouTube features,0
2022-03-27,Other YouTube features,0
2022-03-28,Other YouTube features,0
2022-03-29,Other YouTube features,0
2022-03-30,Other YouTube features,0
2022-03-31,Other YouTube features,0
2022-04-01,Other YouTube features,0
2022-04-02,Other YouTube features,0
2022-04-03,Other YouTube features,0
2022-04-04,Other YouTube features,0
2022-04-05,Other YouTube features,0
2022-04-06,Other YouTube features,0
2022-04-07,Other YouTube features,0
2022-04-08,Other YouTube features,0
2022-04-09,Other YouTube features,0
2022-04-10,Other YouTube features,0
2022-04-11,Other YouTube features,0
2022-04-12,Other YouTube features,0
2022-04-13,Other YouTube features,1
2022-04-14,Other YouTube features,0
2022-04-15,Other YouTube features,0
2022-04-16,Other YouTube features,0
2022-04-17,Other YouTube features,0
2022-04-18,Other YouTube features,0
