Date,Device type,Views
2023-01-28,TV,0
2023-01-29,TV,0
2023-01-30,TV,0
2023-01-31,TV,0
2023-02-01,TV,0
2023-02-02,TV,0
2023-02-03,TV,0
2023-02-04,TV,0
2023-02-05,TV,0
2023-02-06,TV,0
2023-02-07,TV,0
2023-02-08,TV,0
2023-02-09,TV,0
2023-02-10,TV,0
2023-02-11,TV,0
2023-02-12,TV,0
2023-02-13,TV,0
2023-02-14,TV,0
2023-02-15,TV,0
2023-02-16,TV,0
2023-02-17,TV,0
2023-02-18,TV,0
2023-02-19,TV,0
2023-02-20,TV,0
2023-02-21,TV,2
2023-02-22,TV,0
2023-02-23,TV,0
2023-02-24,TV,0
2023-02-25,TV,0
2023-02-26,TV,0
2023-02-27,TV,0
2023-02-28,TV,0
2023-03-01,TV,0
2023-03-02,TV,1
2023-03-03,TV,0
2023-03-04,TV,0
2023-03-05,TV,0
2023-03-06,TV,0
2023-03-07,TV,0
2023-03-08,TV,0
2023-03-09,TV,0
2023-03-10,TV,0
2023-03-11,TV,0
2023-03-12,TV,0
2023-03-13,TV,0
2023-03-14,TV,0
2023-03-15,TV,0
2023-03-16,TV,0
2023-03-17,TV,0
2023-03-18,TV,0
2023-03-19,TV,0
2023-03-20,TV,0
2023-03-21,TV,0
2023-03-22,TV,0
2023-03-23,TV,0
2023-03-24,TV,0
2023-03-25,TV,0
2023-03-26,TV,0
2023-03-27,TV,0
2023-03-28,TV,0
2023-03-29,TV,0
2023-03-30,TV,0
2023-03-31,TV,0
2023-04-01,TV,0
2023-04-02,TV,0
2023-04-03,TV,0
2023-04-04,TV,0
2023-04-05,TV,0
2023-04-06,TV,0
2023-04-07,TV,0
2023-04-08,TV,0
2023-04-09,TV,0
2023-04-10,TV,0
2023-04-11,TV,0
2023-04-12,TV,0
2023-04-13,TV,0
2023-04-14,TV,0
2023-04-15,TV,1
2023-04-16,TV,0
2023-04-17,TV,0
2023-04-18,TV,5
2023-04-19,TV,0
2023-04-20,TV,0
2023-04-21,TV,0
2023-04-22,TV,0
2023-04-23,TV,0
2023-04-24,TV,0
2023-04-25,TV,0
2023-04-26,TV,0
2023-04-27,TV,0
2023-04-28,TV,0
2023-04-29,TV,0
2023-04-30,TV,0
2023-05-01,TV,4
2023-05-02,TV,0
2023-05-03,TV,0
2023-05-04,TV,0
2023-05-05,TV,0
2023-05-06,TV,0
2023-05-07,TV,1
2023-05-08,TV,0
2023-05-09,TV,0
2023-05-10,TV,0
2023-05-11,TV,0
2023-05-12,TV,0
2023-05-13,TV,0
2023-05-14,TV,0
2023-05-15,TV,0
2023-05-16,TV,0
2023-05-17,TV,0
2023-05-18,TV,0
2023-05-19,TV,0
2023-05-20,TV,0
2023-05-21,TV,0
2023-05-22,TV,0
2023-05-23,TV,0
2023-05-24,TV,0
2023-05-25,TV,0
2023-05-26,TV,0
2023-05-27,TV,0
2023-05-28,TV,1
2023-05-29,TV,0
2023-05-30,TV,0
2023-05-31,TV,0
2023-06-01,TV,0
2023-06-02,TV,0
2023-06-03,TV,0
2023-06-04,TV,0
2023-06-05,TV,0
2023-06-06,TV,0
2023-06-07,TV,0
2023-06-08,TV,0
2023-06-09,TV,0
2023-06-10,TV,0
2023-06-11,TV,1
2023-06-12,TV,0
2023-06-13,TV,0
2023-06-14,TV,0
2023-06-15,TV,0
2023-06-16,TV,0
2023-06-17,TV,0
2023-06-18,TV,0
2023-06-19,TV,0
2023-06-20,TV,1
2023-06-21,TV,0
2023-06-22,TV,0
2023-06-23,TV,0
2023-06-24,TV,0
2023-06-25,TV,0
2023-06-26,TV,0
2023-06-27,TV,0
2023-06-28,TV,0
2023-06-29,TV,0
2023-06-30,TV,0
2023-07-01,TV,0
2023-07-02,TV,0
2023-07-03,TV,0
2023-07-04,TV,0
2023-07-05,TV,0
2023-07-06,TV,0
2023-07-07,TV,0
2023-07-08,TV,0
2023-07-09,TV,0
2023-07-10,TV,0
2023-07-11,TV,0
2023-07-12,TV,0
2023-07-13,TV,0
2023-07-14,TV,0
2023-07-15,TV,0
2023-07-16,TV,0
2023-07-17,TV,1
2023-07-18,TV,0
2023-07-19,TV,0
2023-07-20,TV,0
2023-07-21,TV,0
2023-07-22,TV,0
2023-07-23,TV,0
2023-07-24,TV,0
2023-07-25,TV,0
2023-07-26,TV,0
2023-07-27,TV,0
2023-07-28,TV,0
2023-07-29,TV,1
2023-07-30,TV,0
2023-07-31,TV,0
2023-08-01,TV,0
2023-08-02,TV,0
2023-08-03,TV,0
2023-08-04,TV,0
2023-08-05,TV,0
2023-08-06,TV,0
2023-08-07,TV,0
2023-08-08,TV,0
2023-08-09,TV,0
2023-08-10,TV,0
2023-08-11,TV,0
2023-08-12,TV,0
2023-08-13,TV,0
2023-08-14,TV,1
2023-08-15,TV,0
2023-08-16,TV,0
2023-08-17,TV,0
2023-08-18,TV,0
2023-08-19,TV,0
2023-08-20,TV,0
2023-08-21,TV,0
2023-08-22,TV,0
2023-08-23,TV,0
2023-08-24,TV,0
2023-08-25,TV,0
2023-08-26,TV,0
2023-08-27,TV,0
2023-08-28,TV,0
2023-08-29,TV,0
2023-08-30,TV,0
2023-08-31,TV,0
2023-09-01,TV,0
2023-09-02,TV,0
2023-09-03,TV,0
2023-09-04,TV,0
2023-09-05,TV,0
2023-09-06,TV,0
2023-09-07,TV,0
2023-09-08,TV,0
2023-09-09,TV,0
2023-09-10,TV,0
2023-09-11,TV,0
2023-09-12,TV,0
2023-09-13,TV,0
2023-09-14,TV,0
2023-09-15,TV,0
2023-09-16,TV,0
2023-09-17,TV,0
2023-09-18,TV,0
2023-09-19,TV,0
2023-09-20,TV,0
2023-09-21,TV,0
2023-09-22,TV,0
2023-09-23,TV,0
2023-09-24,TV,0
2023-09-25,TV,0
2023-09-26,TV,0
2023-09-27,TV,0
2023-09-28,TV,0
2023-09-29,TV,0
2023-09-30,TV,0
2023-10-01,TV,0
2023-10-02,TV,0
2023-10-03,TV,0
2023-10-04,TV,0
2023-10-05,TV,0
2023-10-06,TV,0
2023-10-07,TV,1
2023-10-08,TV,0
2023-10-09,TV,0
2023-10-10,TV,0
2023-10-11,TV,0
2023-10-12,TV,0
2023-10-13,TV,0
2023-10-14,TV,0
2023-10-15,TV,0
2023-10-16,TV,0
2023-10-17,TV,0
2023-10-18,TV,0
2023-10-19,TV,0
2023-10-20,TV,0
2023-10-21,TV,0
2023-10-22,TV,0
2023-10-23,TV,0
2023-10-24,TV,0
2023-10-25,TV,0
2023-10-26,TV,0
2023-10-27,TV,0
2023-10-28,TV,0
2023-10-29,TV,0
2023-10-30,TV,0
2023-10-31,TV,0
2023-11-01,TV,0
2023-11-02,TV,0
2023-11-03,TV,0
2023-11-04,TV,0
2023-11-05,TV,0
2023-11-06,TV,0
2023-11-07,TV,0
2023-11-08,TV,0
2023-11-09,TV,0
2023-11-10,TV,0
2023-11-11,TV,0
2023-11-12,TV,0
2023-11-13,TV,0
2023-11-14,TV,0
2023-11-15,TV,0
2023-11-16,TV,0
2023-11-17,TV,0
2023-11-18,TV,0
2023-11-19,TV,0
2023-11-20,TV,0
2023-11-21,TV,0
2023-11-22,TV,0
2023-11-23,TV,0
2023-11-24,TV,0
2023-11-25,TV,0
2023-11-26,TV,0
2023-11-27,TV,0
2023-11-28,TV,0
2023-11-29,TV,0
2023-11-30,TV,1
2023-12-01,TV,0
2023-12-02,TV,3
2023-12-03,TV,0
2023-12-04,TV,1
2023-12-05,TV,1
2023-12-06,TV,0
2023-12-07,TV,0
2023-12-08,TV,0
2023-12-09,TV,2
2023-12-10,TV,0
2023-12-11,TV,0
2023-12-12,TV,2
2023-12-13,TV,0
2023-12-14,TV,1
2023-12-15,TV,0
2023-12-16,TV,0
2023-12-17,TV,0
2023-12-18,TV,0
2023-12-19,TV,0
2023-12-20,TV,0
2023-12-21,TV,10
2023-12-22,TV,0
2023-12-23,TV,0
2023-12-24,TV,0
2023-12-25,TV,0
2023-12-26,TV,3
2023-12-27,TV,0
2023-12-28,TV,0
2020-06-28,Mobile phone,0
2020-06-29,Mobile phone,23
2020-06-30,Mobile phone,14
2020-07-01,Mobile phone,24
2020-07-02,Mobile phone,28
2020-07-03,Mobile phone,23
2020-07-04,Mobile phone,21
2020-07-05,Mobile phone,27
2020-07-06,Mobile phone,14
2020-07-07,Mobile phone,1
2020-07-08,Mobile phone,2
2020-07-09,Mobile phone,2
2020-07-10,Mobile phone,0
2020-07-11,Mobile phone,1
2020-07-12,Mobile phone,0
2020-07-13,Mobile phone,16
2020-07-14,Mobile phone,20
2020-07-15,Mobile phone,9
2020-07-16,Mobile phone,7
2020-07-17,Mobile phone,3
2020-07-18,Mobile phone,1
2020-07-19,Mobile phone,0
2020-07-20,Mobile phone,4
2020-07-21,Mobile phone,1
2020-07-22,Mobile phone,7
2020-07-23,Mobile phone,27
2020-07-24,Mobile phone,9
2020-07-25,Mobile phone,5
2020-07-26,Mobile phone,1
2020-07-27,Mobile phone,4
2020-07-28,Mobile phone,3
2020-07-29,Mobile phone,5
2020-07-30,Mobile phone,8
2020-07-31,Mobile phone,0
2020-08-01,Mobile phone,0
2020-08-02,Mobile phone,4
2020-08-03,Mobile phone,10
2020-08-04,Mobile phone,10
2020-08-05,Mobile phone,12
2020-08-06,Mobile phone,6
2020-08-07,Mobile phone,8
2020-08-08,Mobile phone,8
2020-08-09,Mobile phone,17
2020-08-10,Mobile phone,13
2020-08-11,Mobile phone,24
2020-08-12,Mobile phone,23
2020-08-13,Mobile phone,9
2020-08-14,Mobile phone,9
2020-08-15,Mobile phone,10
2020-08-16,Mobile phone,3
2020-08-17,Mobile phone,8
2020-08-18,Mobile phone,4
2020-08-19,Mobile phone,3
2020-08-20,Mobile phone,11
2020-08-21,Mobile phone,5
2020-08-22,Mobile phone,1
2020-08-23,Mobile phone,1
2020-08-24,Mobile phone,4
2020-08-25,Mobile phone,6
2020-08-26,Mobile phone,8
2020-08-27,Mobile phone,2
2020-08-28,Mobile phone,7
2020-08-29,Mobile phone,2
2020-08-30,Mobile phone,1
2020-08-31,Mobile phone,9
2020-09-01,Mobile phone,7
2020-09-02,Mobile phone,8
2020-09-03,Mobile phone,11
2020-09-04,Mobile phone,11
2020-09-05,Mobile phone,9
2020-09-06,Mobile phone,29
2020-09-07,Mobile phone,6
2020-09-08,Mobile phone,15
2020-09-09,Mobile phone,21
2020-09-10,Mobile phone,1
2020-09-11,Mobile phone,6
2020-09-12,Mobile phone,3
2020-09-13,Mobile phone,2
2020-09-14,Mobile phone,18
2020-09-15,Mobile phone,11
2020-09-16,Mobile phone,7
2020-09-17,Mobile phone,9
2020-09-18,Mobile phone,8
2020-09-19,Mobile phone,21
2020-09-20,Mobile phone,15
2020-09-21,Mobile phone,13
2020-09-22,Mobile phone,23
2020-09-23,Mobile phone,13
2020-09-24,Mobile phone,15
2020-09-25,Mobile phone,11
2020-09-26,Mobile phone,5
2020-09-27,Mobile phone,12
2020-09-28,Mobile phone,5
2020-09-29,Mobile phone,10
2020-09-30,Mobile phone,4
2020-10-01,Mobile phone,0
2020-10-02,Mobile phone,3
2020-10-03,Mobile phone,1
2020-10-04,Mobile phone,0
2020-10-05,Mobile phone,2
2020-10-06,Mobile phone,11
2020-10-07,Mobile phone,3
2020-10-08,Mobile phone,6
2020-10-09,Mobile phone,2
2020-10-10,Mobile phone,6
2020-10-11,Mobile phone,9
2020-10-12,Mobile phone,0
2020-10-13,Mobile phone,6
2020-10-14,Mobile phone,4
2020-10-15,Mobile phone,5
2020-10-16,Mobile phone,26
2020-10-17,Mobile phone,0
2020-10-18,Mobile phone,11
2020-10-19,Mobile phone,0
2020-10-20,Mobile phone,5
2020-10-21,Mobile phone,0
2020-10-22,Mobile phone,1
2020-10-23,Mobile phone,2
2020-10-24,Mobile phone,2
2020-10-25,Mobile phone,3
2020-10-26,Mobile phone,13
2020-10-27,Mobile phone,7
2020-10-28,Mobile phone,0
2020-10-29,Mobile phone,0
2020-10-30,Mobile phone,0
2020-10-31,Mobile phone,1
2020-11-01,Mobile phone,4
2020-11-02,Mobile phone,2
2020-11-03,Mobile phone,0
2020-11-04,Mobile phone,1
2020-11-05,Mobile phone,0
2020-11-06,Mobile phone,3
2020-11-07,Mobile phone,1
2020-11-08,Mobile phone,2
2020-11-09,Mobile phone,15
2020-11-10,Mobile phone,1
2020-11-11,Mobile phone,1
2020-11-12,Mobile phone,0
2020-11-13,Mobile phone,0
2020-11-14,Mobile phone,0
2020-11-15,Mobile phone,0
2020-11-16,Mobile phone,0
2020-11-17,Mobile phone,1
2020-11-18,Mobile phone,0
2020-11-19,Mobile phone,0
2020-11-20,Mobile phone,1
2020-11-21,Mobile phone,0
2020-11-22,Mobile phone,0
2020-11-23,Mobile phone,1
2020-11-24,Mobile phone,0
2020-11-25,Mobile phone,4
2020-11-26,Mobile phone,0
2020-11-27,Mobile phone,0
2020-11-28,Mobile phone,0
2020-11-29,Mobile phone,2
2020-11-30,Mobile phone,1
2020-12-01,Mobile phone,0
2020-12-02,Mobile phone,0
2020-12-03,Mobile phone,0
2020-12-04,Mobile phone,1
2020-12-05,Mobile phone,0
2020-12-06,Mobile phone,0
2020-12-07,Mobile phone,0
2020-12-08,Mobile phone,1
2020-12-09,Mobile phone,0
2020-12-10,Mobile phone,0
2020-12-11,Mobile phone,1
2020-12-12,Mobile phone,0
2020-12-13,Mobile phone,2
2020-12-14,Mobile phone,0
2020-12-15,Mobile phone,0
2020-12-16,Mobile phone,12
2020-12-17,Mobile phone,2
2020-12-18,Mobile phone,5
2020-12-19,Mobile phone,0
2020-12-20,Mobile phone,0
2020-12-21,Mobile phone,1
2020-12-22,Mobile phone,1
2020-12-23,Mobile phone,0
2020-12-24,Mobile phone,1
2020-12-25,Mobile phone,1
2020-12-26,Mobile phone,3
2020-12-27,Mobile phone,3
2020-12-28,Mobile phone,1
2020-12-29,Mobile phone,2
2020-12-30,Mobile phone,0
2020-12-31,Mobile phone,1
2021-01-01,Mobile phone,0
2021-01-02,Mobile phone,0
2021-01-03,Mobile phone,1
2021-01-04,Mobile phone,2
2021-01-05,Mobile phone,3
2021-01-06,Mobile phone,4
2021-01-07,Mobile phone,0
2021-01-08,Mobile phone,1
2021-01-09,Mobile phone,1
2021-01-10,Mobile phone,1
2021-01-11,Mobile phone,1
2021-01-12,Mobile phone,0
2021-01-13,Mobile phone,1
2021-01-14,Mobile phone,0
2021-01-15,Mobile phone,0
2021-01-16,Mobile phone,0
2021-01-17,Mobile phone,0
2021-01-18,Mobile phone,0
2021-01-19,Mobile phone,1
2021-01-20,Mobile phone,0
2021-01-21,Mobile phone,0
2021-01-22,Mobile phone,0
2021-01-23,Mobile phone,0
2021-01-24,Mobile phone,0
2021-01-25,Mobile phone,1
2021-01-26,Mobile phone,0
2021-01-27,Mobile phone,0
2021-01-28,Mobile phone,3
2021-01-29,Mobile phone,0
2021-01-30,Mobile phone,3
2021-01-31,Mobile phone,0
2021-02-01,Mobile phone,5
2021-02-02,Mobile phone,0
2021-02-03,Mobile phone,1
2021-02-04,Mobile phone,0
2021-02-05,Mobile phone,0
2021-02-06,Mobile phone,2
2021-02-07,Mobile phone,1
2021-02-08,Mobile phone,1
2021-02-09,Mobile phone,2
2021-02-10,Mobile phone,0
2021-02-11,Mobile phone,0
2021-02-12,Mobile phone,0
2021-02-13,Mobile phone,1
2021-02-14,Mobile phone,0
2021-02-15,Mobile phone,2
2021-02-16,Mobile phone,0
2021-02-17,Mobile phone,0
2021-02-18,Mobile phone,1
2021-02-19,Mobile phone,1
2021-02-20,Mobile phone,0
2021-02-21,Mobile phone,0
2021-02-22,Mobile phone,2
2021-02-23,Mobile phone,6
2021-02-24,Mobile phone,0
2021-02-25,Mobile phone,0
2021-02-26,Mobile phone,1
2021-02-27,Mobile phone,0
2021-02-28,Mobile phone,1
2021-03-01,Mobile phone,1
2021-03-02,Mobile phone,1
2021-03-03,Mobile phone,1
2021-03-04,Mobile phone,0
2021-03-05,Mobile phone,0
2021-03-06,Mobile phone,4
2021-03-07,Mobile phone,1
2021-03-08,Mobile phone,4
2021-03-09,Mobile phone,1
2021-03-10,Mobile phone,0
2021-03-11,Mobile phone,0
2021-03-12,Mobile phone,0
2021-03-13,Mobile phone,1
2021-03-14,Mobile phone,1
2021-03-15,Mobile phone,1
2021-03-16,Mobile phone,0
2021-03-17,Mobile phone,0
2021-03-18,Mobile phone,1
2021-03-19,Mobile phone,0
2021-03-20,Mobile phone,0
2021-03-21,Mobile phone,1
2021-03-22,Mobile phone,0
2021-03-23,Mobile phone,1
2021-03-24,Mobile phone,0
2021-03-25,Mobile phone,0
2021-03-26,Mobile phone,1
2021-03-27,Mobile phone,0
2021-03-28,Mobile phone,0
2021-03-29,Mobile phone,2
2021-03-30,Mobile phone,0
2021-03-31,Mobile phone,0
2021-04-01,Mobile phone,1
2021-04-02,Mobile phone,0
2021-04-03,Mobile phone,0
2021-04-04,Mobile phone,0
2021-04-05,Mobile phone,0
2021-04-06,Mobile phone,0
2021-04-07,Mobile phone,1
2021-04-08,Mobile phone,1
2021-04-09,Mobile phone,0
2021-04-10,Mobile phone,2
2021-04-11,Mobile phone,2
2021-04-12,Mobile phone,0
2021-04-13,Mobile phone,0
2021-04-14,Mobile phone,0
2021-04-15,Mobile phone,0
2021-04-16,Mobile phone,3
2021-04-17,Mobile phone,1
2021-04-18,Mobile phone,0
2021-04-19,Mobile phone,0
2021-04-20,Mobile phone,1
2021-04-21,Mobile phone,1
2021-04-22,Mobile phone,0
2021-04-23,Mobile phone,1
2021-04-24,Mobile phone,1
2021-04-25,Mobile phone,23
2021-04-26,Mobile phone,2
2021-04-27,Mobile phone,0
2021-04-28,Mobile phone,1
2021-04-29,Mobile phone,1
2021-04-30,Mobile phone,0
2021-05-01,Mobile phone,0
2021-05-02,Mobile phone,0
2021-05-03,Mobile phone,4
2021-05-04,Mobile phone,6
2021-05-05,Mobile phone,1
2021-05-06,Mobile phone,2
2021-05-07,Mobile phone,0
2021-05-08,Mobile phone,0
2021-05-09,Mobile phone,0
2021-05-10,Mobile phone,0
2021-05-11,Mobile phone,0
2021-05-12,Mobile phone,0
2021-05-13,Mobile phone,0
2021-05-14,Mobile phone,0
2021-05-15,Mobile phone,1
2021-05-16,Mobile phone,0
2021-05-17,Mobile phone,0
2021-05-18,Mobile phone,0
2021-05-19,Mobile phone,1
2021-05-20,Mobile phone,0
2021-05-21,Mobile phone,0
2021-05-22,Mobile phone,0
2021-05-23,Mobile phone,2
2021-05-24,Mobile phone,2
2021-05-25,Mobile phone,0
2021-05-26,Mobile phone,0
2021-05-27,Mobile phone,0
2021-05-28,Mobile phone,0
2021-05-29,Mobile phone,3
2021-05-30,Mobile phone,0
2021-05-31,Mobile phone,1
2021-06-01,Mobile phone,0
2021-06-02,Mobile phone,0
2021-06-03,Mobile phone,0
2021-06-04,Mobile phone,1
2021-06-05,Mobile phone,0
2021-06-06,Mobile phone,1
2021-06-07,Mobile phone,0
2021-06-08,Mobile phone,1
2021-06-09,Mobile phone,1
2021-06-10,Mobile phone,0
2021-06-11,Mobile phone,0
2021-06-12,Mobile phone,1
2021-06-13,Mobile phone,0
2021-06-14,Mobile phone,2
2021-06-15,Mobile phone,0
2021-06-16,Mobile phone,1
2021-06-17,Mobile phone,0
2021-06-18,Mobile phone,0
2021-06-19,Mobile phone,4
2021-06-20,Mobile phone,9
2021-06-21,Mobile phone,37
2021-06-22,Mobile phone,33
2021-06-23,Mobile phone,14
2021-06-24,Mobile phone,17
2021-06-25,Mobile phone,24
2021-06-26,Mobile phone,29
2021-06-27,Mobile phone,9
2021-06-28,Mobile phone,12
2021-06-29,Mobile phone,10
2021-06-30,Mobile phone,16
2021-07-01,Mobile phone,8
2021-07-02,Mobile phone,11
2021-07-03,Mobile phone,10
2021-07-04,Mobile phone,3
2021-07-05,Mobile phone,0
2021-07-06,Mobile phone,0
2021-07-07,Mobile phone,2
2021-07-08,Mobile phone,3
2021-07-09,Mobile phone,12
2021-07-10,Mobile phone,16
2021-07-11,Mobile phone,2
2021-07-12,Mobile phone,18
2021-07-13,Mobile phone,19
2021-07-14,Mobile phone,31
2021-07-15,Mobile phone,13
2021-07-16,Mobile phone,5
2021-07-17,Mobile phone,4
2021-07-18,Mobile phone,3
2021-07-19,Mobile phone,22
2021-07-20,Mobile phone,12
2021-07-21,Mobile phone,11
2021-07-22,Mobile phone,15
2021-07-23,Mobile phone,7
2021-07-24,Mobile phone,7
2021-07-25,Mobile phone,2
2021-07-26,Mobile phone,6
2021-07-27,Mobile phone,1
2021-07-28,Mobile phone,4
2021-07-29,Mobile phone,20
2021-07-30,Mobile phone,8
2021-07-31,Mobile phone,5
2021-08-01,Mobile phone,2
2021-08-02,Mobile phone,34
2021-08-03,Mobile phone,12
2021-08-04,Mobile phone,3
2021-08-05,Mobile phone,3
2021-08-06,Mobile phone,1
2021-08-07,Mobile phone,1
2021-08-08,Mobile phone,0
2021-08-09,Mobile phone,9
2021-08-10,Mobile phone,5
2021-08-11,Mobile phone,6
2021-08-12,Mobile phone,1
2021-08-13,Mobile phone,5
2021-08-14,Mobile phone,1
2021-08-15,Mobile phone,4
2021-08-16,Mobile phone,7
2021-08-17,Mobile phone,14
2021-08-18,Mobile phone,7
2021-08-19,Mobile phone,13
2021-08-20,Mobile phone,9
2021-08-21,Mobile phone,4
2021-08-22,Mobile phone,2
2021-08-23,Mobile phone,10
2021-08-24,Mobile phone,15
2021-08-25,Mobile phone,6
2021-08-26,Mobile phone,14
2021-08-27,Mobile phone,5
2021-08-28,Mobile phone,6
2021-08-29,Mobile phone,4
2021-08-30,Mobile phone,11
2021-08-31,Mobile phone,10
2021-09-01,Mobile phone,3
2021-09-02,Mobile phone,1
2021-09-03,Mobile phone,9
2021-09-04,Mobile phone,1
2021-09-05,Mobile phone,3
2021-09-06,Mobile phone,9
2021-09-07,Mobile phone,11
2021-09-08,Mobile phone,12
2021-09-09,Mobile phone,2
2021-09-10,Mobile phone,0
2021-09-11,Mobile phone,0
2021-09-12,Mobile phone,6
2021-09-13,Mobile phone,2
2021-09-14,Mobile phone,2
2021-09-15,Mobile phone,3
2021-09-16,Mobile phone,4
2021-09-17,Mobile phone,5
2021-09-18,Mobile phone,0
2021-09-19,Mobile phone,0
2021-09-20,Mobile phone,1
2021-09-21,Mobile phone,2
2021-09-22,Mobile phone,3
2021-09-23,Mobile phone,8
2021-09-24,Mobile phone,7
2021-09-25,Mobile phone,17
2021-09-26,Mobile phone,6
2021-09-27,Mobile phone,5
2021-09-28,Mobile phone,0
2021-09-29,Mobile phone,2
2021-09-30,Mobile phone,9
2021-10-01,Mobile phone,3
2021-10-02,Mobile phone,18
2021-10-03,Mobile phone,0
2021-10-04,Mobile phone,0
2021-10-05,Mobile phone,2
2021-10-06,Mobile phone,1
2021-10-07,Mobile phone,10
2021-10-08,Mobile phone,0
2021-10-09,Mobile phone,1
2021-10-10,Mobile phone,0
2021-10-11,Mobile phone,1
2021-10-12,Mobile phone,3
2021-10-13,Mobile phone,2
2021-10-14,Mobile phone,2
2021-10-15,Mobile phone,0
2021-10-16,Mobile phone,0
2021-10-17,Mobile phone,1
2021-10-18,Mobile phone,0
2021-10-19,Mobile phone,3
2021-10-20,Mobile phone,2
2021-10-21,Mobile phone,0
2021-10-22,Mobile phone,0
2021-10-23,Mobile phone,0
2021-10-24,Mobile phone,1
2021-10-25,Mobile phone,0
2021-10-26,Mobile phone,3
2021-10-27,Mobile phone,0
2021-10-28,Mobile phone,0
2021-10-29,Mobile phone,2
2021-10-30,Mobile phone,0
2021-10-31,Mobile phone,4
2021-11-01,Mobile phone,0
2021-11-02,Mobile phone,0
2021-11-03,Mobile phone,0
2021-11-04,Mobile phone,5
2021-11-05,Mobile phone,9
2021-11-06,Mobile phone,0
2021-11-07,Mobile phone,0
2021-11-08,Mobile phone,3
2021-11-09,Mobile phone,0
2021-11-10,Mobile phone,0
2021-11-11,Mobile phone,0
2021-11-12,Mobile phone,0
2021-11-13,Mobile phone,0
2021-11-14,Mobile phone,0
2021-11-15,Mobile phone,0
2021-11-16,Mobile phone,2
2021-11-17,Mobile phone,2
2021-11-18,Mobile phone,1
2021-11-19,Mobile phone,0
2021-11-20,Mobile phone,4
2021-11-21,Mobile phone,0
2021-11-22,Mobile phone,0
2021-11-23,Mobile phone,0
2021-11-24,Mobile phone,0
2021-11-25,Mobile phone,2
2021-11-26,Mobile phone,0
2021-11-27,Mobile phone,0
2021-11-28,Mobile phone,1
2021-11-29,Mobile phone,1
2021-11-30,Mobile phone,0
2021-12-01,Mobile phone,0
2021-12-02,Mobile phone,0
2021-12-03,Mobile phone,0
2021-12-04,Mobile phone,0
2021-12-05,Mobile phone,0
2021-12-06,Mobile phone,3
2021-12-07,Mobile phone,2
2021-12-08,Mobile phone,1
2021-12-09,Mobile phone,0
2021-12-10,Mobile phone,2
2021-12-11,Mobile phone,0
2021-12-12,Mobile phone,1
2021-12-13,Mobile phone,0
2021-12-14,Mobile phone,0
2021-12-15,Mobile phone,0
2021-12-16,Mobile phone,0
2021-12-17,Mobile phone,3
2021-12-18,Mobile phone,1
2021-12-19,Mobile phone,1
2021-12-20,Mobile phone,0
2021-12-21,Mobile phone,0
2021-12-22,Mobile phone,0
2021-12-23,Mobile phone,0
2021-12-24,Mobile phone,1
2021-12-25,Mobile phone,0
2021-12-26,Mobile phone,1
2021-12-27,Mobile phone,0
2021-12-28,Mobile phone,0
2021-12-29,Mobile phone,0
2021-12-30,Mobile phone,1
2021-12-31,Mobile phone,0
2022-01-01,Mobile phone,1
2022-01-02,Mobile phone,0
2022-01-03,Mobile phone,0
2022-01-04,Mobile phone,1
2022-01-05,Mobile phone,2
2022-01-06,Mobile phone,2
2022-01-07,Mobile phone,3
2022-01-08,Mobile phone,3
2022-01-09,Mobile phone,0
2022-01-10,Mobile phone,1
2022-01-11,Mobile phone,0
2022-01-12,Mobile phone,1
2022-01-13,Mobile phone,1
2022-01-14,Mobile phone,0
2022-01-15,Mobile phone,0
2022-01-16,Mobile phone,0
2022-01-17,Mobile phone,2
2022-01-18,Mobile phone,2
2022-01-19,Mobile phone,3
2022-01-20,Mobile phone,0
2022-01-21,Mobile phone,0
2022-01-22,Mobile phone,1
2022-01-23,Mobile phone,0
2022-01-24,Mobile phone,0
2022-01-25,Mobile phone,0
2022-01-26,Mobile phone,3
2022-01-27,Mobile phone,0
2022-01-28,Mobile phone,2
2022-01-29,Mobile phone,0
2022-01-30,Mobile phone,0
2022-01-31,Mobile phone,1
2022-02-01,Mobile phone,0
2022-02-02,Mobile phone,0
2022-02-03,Mobile phone,0
2022-02-04,Mobile phone,0
2022-02-05,Mobile phone,0
2022-02-06,Mobile phone,5
2022-02-07,Mobile phone,0
2022-02-08,Mobile phone,0
2022-02-09,Mobile phone,2
2022-02-10,Mobile phone,0
2022-02-11,Mobile phone,5
2022-02-12,Mobile phone,2
2022-02-13,Mobile phone,1
2022-02-14,Mobile phone,3
2022-02-15,Mobile phone,1
2022-02-16,Mobile phone,2
2022-02-17,Mobile phone,6
2022-02-18,Mobile phone,1
2022-02-19,Mobile phone,1
2022-02-20,Mobile phone,7
2022-02-21,Mobile phone,0
2022-02-22,Mobile phone,2
2022-02-23,Mobile phone,3
2022-02-24,Mobile phone,1
2022-02-25,Mobile phone,1
2022-02-26,Mobile phone,1
2022-02-27,Mobile phone,0
2022-02-28,Mobile phone,11
2022-03-01,Mobile phone,4
2022-03-02,Mobile phone,0
2022-03-03,Mobile phone,2
2022-03-04,Mobile phone,4
2022-03-05,Mobile phone,3
2022-03-06,Mobile phone,5
2022-03-07,Mobile phone,12
2022-03-08,Mobile phone,1
2022-03-09,Mobile phone,3
2022-03-10,Mobile phone,3
2022-03-11,Mobile phone,1
2022-03-12,Mobile phone,0
